rot 6.28
tra 0.05
temperature 0.5
total steps 12000
step,etot,elhm,ekde,edst,eele,epmf,ehpc,ehdb,epsp,evdw
114,-4.45319e-06,2.96394,0,84.3254,-8.81038e-07,45.776,0.128438,0,0,-4.45319e-06
115,-4.00659e-05,2.509,0,58.6024,-1.49001e-06,45.776,0.128438,0,0,-4.00659e-05
116,-0.000362378,2.17041,0,44.1223,-1.86443e-06,45.776,0.128438,0,0,-0.000362378
117,-4.04915e-06,2.91104,0,87.5624,-9.26507e-07,45.776,0.128438,0,0,-4.04915e-06
118,-8.13381e-05,2.55439,0,54.5389,-1.34095e-06,45.776,0.128438,0,0,-8.13381e-05
119,-5.88418e-06,2.85531,0,81.9864,-9.85146e-07,45.776,0.128438,0,0,-5.88418e-06
120,-5.9764e-06,2.90604,0,79.5865,-9.82961e-07,45.776,0.128438,0,0,-5.9764e-06
121,-3.89753e-06,2.92564,0,85.6726,-9.80535e-07,45.776,0.128438,0,0,-3.89753e-06
122,-4.31877e-06,2.95106,0,83.8332,-9.47586e-07,45.776,0.128438,0,0,-4.31877e-06
123,-2.19806e-05,2.64002,0,68.0547,-1.19685e-06,45.776,0.128438,0,0,-2.19806e-05
124,-0.00267795,1.98251,0,37.0653,-2.05915e-06,45.776,0.128438,-3.88707e-38,0,-0.00267795
125,-1.08415e-05,2.7705,0,73.6244,-1.10328e-06,45.776,0.128438,0,0,-1.08415e-05
126,-7.93163e-06,2.79871,0,76.6027,-1.07675e-06,45.776,0.128438,0,0,-7.93163e-06
127,-3.51317e-06,2.93677,0,89.4296,-9.0309e-07,45.776,0.128438,0,0,-3.51317e-06
128,-2.8107e-05,2.57931,0,64.4411,-1.24363e-06,45.776,0.128438,0,0,-2.8107e-05
129,-2.72724e-06,2.97579,0,91.0858,-9.00719e-07,45.776,0.128438,0,0,-2.72724e-06
130,-0.00271758,2.13588,0,34.3436,-2.26802e-06,45.776,0.128438,-1.58225e-33,0,-0.00271758
131,-0.0024104,1.96491,0,29.2319,-2.7068e-06,45.776,0.128438,0,0,-0.0024104
132,-0.0913902,1.58293,0,22.1181,-4.85206e-06,37.0681,0.126953,-4.81864e-06,0,-0.0913902
133,-4.60466e-05,2.60801,0,57.8691,-1.27775e-06,45.776,0.128438,0,0,-4.60466e-05
134,-1.16156e-05,2.77471,0,71.5762,-1.13337e-06,45.776,0.128438,0,0,-1.16156e-05
135,-1.60241e-05,2.7141,0,67.6645,-1.19152e-06,45.776,0.128438,0,0,-1.60241e-05
136,-6.28845e-05,2.45453,0,57.2633,-1.42113e-06,45.776,0.128438,0,0,-6.28845e-05
137,-0.000959387,2.09809,0,33.8519,-2.34761e-06,45.776,0.128438,0,0,-0.000959387
138,-0.000667854,2.06459,0,36.4282,-2.59599e-06,45.776,0.128438,0,0,-0.000667854
139,-0.136118,0.96057,2.1825e-28,12.8476,-7.08766e-06,38.3823,0.124232,-0.000229492,0,-0.136118
140,-7.67363e-05,2.36783,0,52.7786,-1.58777e-06,45.776,0.128438,0,0,-7.67363e-05
141,-0.0137988,1.81231,0,25.8274,-3.89361e-06,45.2248,0.128438,-8.92856e-19,0,-0.0137988
142,-1.58417e-06,3.12365,0,99.4668,-7.57607e-07,45.776,0.128438,0,0,-1.58417e-06
143,-7.77134e-07,3.22007,0,110.316,-6.75868e-07,45.776,0.128438,0,0,-7.77134e-07
144,-2.47161e-08,3.79416,0,198.861,-3.85965e-07,45.776,0.128438,0,0,-2.47161e-08
145,-1.10496e-06,3.15333,0,102.592,-7.56001e-07,45.776,0.128438,0,0,-1.10496e-06
146,-3.36028e-08,3.71306,0,191.457,-4.15825e-07,45.776,0.128438,0,0,-3.36028e-08
147,-1.02069e-05,2.72256,0,69.9051,-1.15991e-06,45.776,0.128438,0,0,-1.02069e-05
148,-2.93979e-05,2.58989,0,59.1883,-1.37537e-06,45.776,0.128438,0,0,-2.93979e-05
149,-9.43757e-06,2.86968,0,76.1363,-9.90172e-07,45.776,0.128438,0,0,-9.43757e-06
150,-1.61856e-06,3.11053,0,98.6955,-7.82778e-07,45.776,0.128438,0,0,-1.61856e-06
151,-1.25018e-08,3.86877,0,223.037,-3.61831e-07,45.776,0.128438,0,0,-1.25018e-08
152,-2.60841e-05,2.61759,0,59.6017,-1.33158e-06,45.776,0.128438,0,0,-2.60841e-05
153,-2.71233e-06,2.94764,0,86.1479,-9.37087e-07,45.776,0.128438,0,0,-2.71233e-06
154,-2.11762e-07,3.43415,0,137.374,-5.54715e-07,45.776,0.128438,0,0,-2.11762e-07
155,-0.000137524,2.40267,0,51.6957,-1.65398e-06,45.776,0.128438,0,0,-0.000137524
156,-1.04251e-05,2.76413,0,73.2384,-1.14994e-06,45.776,0.128438,0,0,-1.04251e-05
157,-0.00429618,2.05031,0,30.8084,-2.32961e-06,45.7759,0.128438,-1.52248e-27,0,-0.00429618
158,-7.06039e-06,2.88432,0,77.5128,-9.81032e-07,45.776,0.128438,0,0,-7.06039e-06
159,-2.87011e-07,3.35411,0,135.02,-5.88725e-07,45.776,0.128438,0,0,-2.87011e-07
160,-1.97406e-05,2.6576,0,64.5787,-1.27457e-06,45.776,0.128438,0,0,-1.97406e-05
161,-8.13702e-08,3.56087,0,161.366,-4.92674e-07,45.776,0.128438,0,0,-8.13702e-08
162,-3.16009e-05,2.45842,0,50.7847,-1.48824e-06,45.776,0.128438,0,0,-3.16009e-05
163,-2.317e-06,3.11579,0,102.692,-7.50312e-07,45.776,0.128438,0,0,-2.317e-06
164,-2.93128e-08,3.74453,0,192.365,-4.1062e-07,45.776,0.128438,0,0,-2.93128e-08
165,-1.3668e-06,3.11757,0,100.99,-7.92158e-07,45.776,0.128438,0,0,-1.3668e-06
166,-5.18152e-05,2.54935,0,62.5288,-1.3215e-06,45.776,0.128438,0,0,-5.18152e-05
167,-0.00364041,1.46866,0,21.9258,-3.60897e-06,45.776,0.128438,-0,0,-0.00364041
168,-0.000594444,2.34923,0,45.5077,-1.83818e-06,45.776,0.128438,0,0,-0.000594444
169,-1.26756e-06,3.13914,0,104.604,-7.63159e-07,45.776,0.128438,0,0,-1.26756e-06
170,-8.04117e-07,3.229,0,111.271,-6.96326e-07,45.776,0.128438,0,0,-8.04117e-07
171,-5.99422e-08,3.6384,0,170.526,-4.56714e-07,45.776,0.128438,0,0,-5.99422e-08
172,-2.07991e-08,3.80396,0,203.061,-3.89904e-07,45.776,0.128438,0,0,-2.07991e-08
173,-1.58369e-10,4.61153,0,458.735,-1.73397e-07,45.776,0.128438,0,0,-1.58369e-10
174,-1.44449e-11,5.00931,0,683.703,-1.15412e-07,45.776,0.128438,0,0,-1.44449e-11
175,-2.28679e-06,3.07017,0,96.2753,-8.13599e-07,45.776,0.128438,0,0,-2.28679e-06
176,-0.00111217,2.31207,0,43.9383,-1.57594e-06,45.776,0.128438,0,0,-0.00111217
177,-1.28847e-06,3.1846,0,106.222,-7.112e-07,45.776,0.128438,0,0,-1.28847e-06
178,-3.2579e-09,4.09509,0,278.914,-2.78585e-07,45.776,0.128438,0,0,-3.2579e-09
179,-1.14284e-06,3.16126,0,103.68,-7.43204e-07,45.776,0.128438,0,0,-1.14284e-06
180,-3.68103e-05,2.57713,0,62.8107,-1.29557e-06,45.776,0.128438,0,0,-3.68103e-05
