,_evdw,_eele,_epmf,_ehpc,_ehdb,_edst,_epsp,_ekde,_elhm,mcc
0,-0.83968700000000007,0.00104948,0.97533099999999995,0.48288999999999999,-0.20374600000000001,0.52440399999999998,-0.67507899999999998,0.0029485499999999999,0.0,0.94635300000000011
1,-0.80705400000000005,0.0011078800000000001,0.16738599999999998,0.39440599999999998,-0.17776600000000001,0.35464400000000001,-0.53957200000000005,0.0022798000000000002,0.0,0.92639199999999999
2,-0.818388,-0.00314226,0.9096200000000001,0.48678100000000002,-0.24129499999999998,0.52440399999999998,-0.43168299999999998,0.0013335199999999999,0.0,0.90455799999999997
3,-0.74508999999999992,-0.00025798800000000001,-0.146593,0.162416,-0.21035599999999999,0.30541099999999999,-0.35667100000000002,0.00060861800000000001,0.0,0.90166800000000003
4,-0.82468799999999987,0.00182825,-0.20061700000000002,0.264851,-0.17458800000000002,0.42441800000000002,-0.41039799999999993,0.00135165,0.0,0.89264200000000005
5,-0.732761,-0.00067020800000000005,0.25361,0.45319100000000001,-0.22676500000000002,0.83186399999999994,-0.54652100000000003,0.0021728799999999999,0.0,0.8901889999999999
6,-0.63771899999999992,-0.0019322,0.47918900000000003,0.22731100000000001,-0.15248699999999998,1.0035700000000001,0.012452299999999999,0.00097788200000000001,0.0,0.89002300000000001
7,-0.58202799999999999,-0.0014430700000000001,-0.098926100000000003,0.14607400000000001,-0.067857699999999993,0.76992099999999997,-0.069412699999999994,0.00046381100000000001,0.0,0.86816900000000008
8,-0.67795300000000003,0.00052298099999999995,-0.20039100000000001,0.228548,-0.12770899999999999,1.2324299999999999,-0.11181300000000001,0.00134268,0.0,0.86711100000000008
9,-0.78970799999999997,0.00035423599999999996,-0.18942700000000001,0.45174399999999998,-0.13794600000000001,0.695384,-0.37071300000000001,0.0016941700000000001,0.0,0.85763500000000004
10,-0.68893700000000002,0.00105466,0.54349899999999995,0.194518,-0.24706700000000001,1.0190600000000001,-0.39296900000000001,0.00215883,0.0,0.85662700000000003
11,-0.76402399999999993,-0.00463767,1.4572000000000001,0.53617899999999996,-0.211671,0.94157299999999999,-0.351103,0.00061188099999999999,0.0,0.84411599999999998
12,-0.80766099999999996,-0.00082703799999999999,-0.25051400000000001,0.17874400000000001,-0.136935,0.83996700000000002,-0.29246899999999998,0.00188068,0.0,0.83502999999999994
13,-0.78589900000000001,0.0012347999999999999,0.29491600000000001,0.266289,-0.21255900000000003,0.47959300000000005,-0.24194599999999999,0.00057502300000000003,0.0,0.82747700000000002
