,_evdw,_eele,_epmf,_ehpc,_ehdb,_edst,_epsp,_ekde,_elhm,mcc
0,-0.89241000000000004,0.0011827299999999999,0.68197200000000002,0.19242899999999999,-0.199017,0.89963400000000004,-0.27304899999999999,0.00191887,0.0,0.46785200000000005
1,-0.69579799999999992,0.00171338,0.54881499999999994,0.26664499999999997,-0.21312500000000001,0.60689599999999999,-0.23568000000000003,0.0027336399999999999,0.0,0.45901199999999998
2,-0.63109899999999997,0.00047852800000000004,1.2833600000000001,0.73555700000000002,-0.18559300000000001,0.57508500000000007,-0.120251,0.0012684199999999999,0.0,0.44451299999999999
3,-0.65653800000000007,-0.0030288799999999999,0.83762000000000003,0.77695000000000003,-0.20318699999999998,2.47722,-0.256268,0.00039033500000000001,0.0,0.416296
4,-0.85833400000000004,0.00073954399999999997,-0.10878299999999999,0.43062099999999998,-0.14178399999999999,0.7516520000000001,-0.79505100000000006,0.0032748000000000005,0.0,0.41607700000000003
5,-0.96558500000000003,-0.00128071,-0.37036199999999997,0.25145400000000001,-0.184477,0.47221099999999999,-0.25216100000000002,0.0023210100000000001,0.0,0.40712999999999999
6,-0.60253100000000004,-0.00149818,0.88669699999999996,0.64994700000000005,-0.20498899999999998,0.68947999999999998,-0.490201,0.00085453500000000002,0.0,0.40225300000000003
7,-0.89987800000000007,0.0020768399999999999,1.2282200000000001,0.6109,-0.21684999999999999,1.3923700000000001,-0.17455299999999999,0.0011810200000000001,0.0,0.39942499999999997
8,-0.70600399999999996,-0.00034202899999999999,0.022622400000000001,0.431892,-0.22077399999999997,0.89962399999999998,-0.222973,0.0013299200000000001,0.0,0.38950500000000005
9,-0.55173800000000006,-0.0023343600000000002,0.40628700000000001,0.196044,-0.19009200000000001,0.75580200000000008,-0.16366,0.00013961900000000001,0.0,0.38931199999999999
10,-0.83170400000000011,-0.0011838899999999999,0.388961,0.382795,-0.15755,0.52412999999999998,-0.65444499999999994,0.00168402,0.0,0.385349
11,-0.96512299999999995,-0.00043974699999999999,-0.13269500000000001,0.29443200000000003,-0.22867899999999999,1.07406,-0.26369699999999996,0.00055903300000000001,0.0,0.38492500000000002
12,-0.73571999999999993,-9.6795900000000006e-05,0.21344499999999997,0.33926799999999996,-0.162438,0.38913400000000004,-0.40708099999999997,0.0015249899999999999,0.0,0.38342500000000002
13,-0.723167,3.7242700000000002e-05,0.83886900000000009,0.409078,-0.095200000000000007,0.895235,-0.48238900000000001,0.00054613900000000006,0.0,0.38279000000000002
14,-0.62803599999999993,-0.00055105900000000001,1.1384799999999999,0.80416100000000001,-0.18435199999999999,0.48116700000000001,0.027458299999999998,0.00091709100000000009,0.0,0.37996399999999997
15,-0.66192600000000001,0.00339011,0.31762299999999999,0.36430300000000004,-0.16685700000000001,0.86048799999999992,-0.51067499999999999,0.0020531999999999998,0.0,0.37357199999999996
16,-0.84153199999999995,-0.00146678,-0.50808399999999998,0.136243,-0.118578,0.87817400000000001,-0.48504399999999998,0.000577831,0.0,0.36705500000000002
17,-0.68181199999999997,-0.0010182000000000001,-0.52378000000000002,0.23157199999999997,-0.19075799999999998,1.3833799999999998,-0.320905,0.00027755599999999998,0.0,0.36297099999999999
18,-0.84375100000000003,-0.00046690600000000001,-0.77024799999999993,0.37008200000000002,-0.16552,1.4681600000000001,-0.24019499999999999,0.00028051999999999998,0.0,0.359819
19,-0.70356600000000002,-9.4995300000000002e-05,-0.24111199999999999,0.24676599999999999,-0.083880800000000005,0.15203,-0.16418199999999999,0.0019452499999999999,0.0,0.35900799999999999
20,-0.632606,-0.00080429199999999996,-0.57381599999999999,0.280642,-0.105226,0.59598600000000002,-0.47333000000000003,0.0014267800000000001,0.0,0.358209
21,-0.68185299999999993,0.0010687800000000001,1.4287299999999998,0.87046900000000005,-0.16181400000000001,0.78332000000000002,0.080320500000000003,0.0011641500000000001,0.0,0.34461799999999998
22,-0.77100900000000006,-0.000258366,-0.41673599999999994,0.21307600000000002,-0.10571900000000001,0.65831700000000004,-0.190829,0.00125442,0.0,0.340194
23,-0.71646100000000001,0.00173343,0.66371000000000002,0.43573900000000004,-0.18707200000000002,0.8574790000000001,-0.16303599999999999,0.0041418599999999998,0.0,0.337509
24,-0.85132999999999992,-3.2516199999999999e-05,0.74216099999999996,0.23668899999999998,-0.188191,1.1608000000000001,-0.36861300000000002,0.00058186999999999996,0.0,0.33185300000000001
25,-0.85048299999999999,0.0012447000000000001,0.87817800000000001,0.30055999999999999,-0.14640699999999998,1.6638599999999999,-0.061883900000000006,0.0025773699999999998,0.0,0.32990799999999998
26,-0.88950200000000001,0.00082762600000000003,-0.19638900000000001,0.36368600000000001,-0.20230899999999999,0.59104100000000004,-0.48643900000000001,0.0019550700000000002,0.0,0.32741900000000002
27,-0.56723599999999996,-0.00047259400000000001,0.61335499999999998,0.26964699999999997,-0.12442599999999999,0.71706199999999998,-0.13602300000000001,0.00295817,0.0,0.322461
28,-0.77270300000000003,0.0086474599999999992,1.82318,0.69473300000000004,-0.21395,1.77729,-0.24174499999999999,0.00117052,0.0,0.30894299999999997
29,-0.62192499999999995,0.00012166799999999999,0.27118500000000001,0.48489199999999999,-0.162686,1.3228,-0.60422200000000004,0.00064903200000000002,0.0,0.29495199999999999
30,-0.706036,-0.00095440499999999997,0.041590599999999998,0.20766899999999999,-0.129604,1.0911899999999999,-0.15063099999999999,0.000307208,0.0,0.29339199999999999
31,-0.56571899999999997,0.000106975,0.018309599999999999,0.121446,-0.0890315,0.92394200000000004,0.051169699999999992,0.000178262,0.0,0.28794200000000003
32,-0.74623899999999999,0.00174555,0.75747799999999998,0.23180400000000001,-0.15224599999999999,0.38751099999999999,-0.10032200000000001,0.0023466899999999998,0.0,0.286879
33,-0.68742899999999996,-0.0012704599999999999,0.148397,0.13215499999999999,-0.081585500000000005,0.34773200000000004,0.0025532300000000001,0.00067068899999999992,0.0,0.27877299999999999
34,-0.76020100000000002,-0.00093603199999999994,0.117531,0.257303,-0.16062200000000001,1.55522,-0.62242799999999998,0.00045624199999999999,0.0,0.27857900000000002
35,-0.68660200000000005,-0.00083602300000000008,-0.377859,0.167382,-0.17612800000000001,0.56551200000000001,-0.49904399999999999,0.00061513599999999996,0.0,0.27664299999999997
36,-0.79840500000000003,-0.0017246399999999999,-0.081662899999999997,0.34007300000000001,-0.11992899999999999,0.27644200000000002,-0.35692299999999999,0.00073547700000000001,0.0,0.27623900000000001
37,-0.72410799999999997,0.00063002399999999997,0.78971599999999997,0.29255300000000001,-0.194856,0.70169899999999996,-0.36085300000000003,0.0020018000000000002,0.0,0.276088
38,-0.81223500000000004,0.00143834,-0.86478600000000005,0.47726999999999997,-0.19048699999999999,2.1363799999999999,-0.096663300000000008,0.000206467,0.0,0.27606900000000001
39,-0.63997499999999996,-0.00133435,1.76647,0.94508700000000012,-0.22731199999999999,0.71456400000000009,-0.69893900000000009,0.00066027999999999996,0.0,0.27035500000000001
40,-0.927624,0.00016888799999999999,-0.15357999999999999,1.47787,-0.270617,2.1273,-0.164686,9.9363099999999997e-05,0.0,0.25780700000000001
41,-0.79919499999999999,-2.9836300000000001e-05,0.18378599999999998,0.48716000000000004,-0.17033099999999998,1.7402599999999999,-0.67540100000000003,0.00041351300000000001,0.0,0.25759099999999996
42,-0.55920600000000009,-0.000239888,-0.095551899999999995,0.191278,-0.068366999999999997,1.7189299999999998,-0.19473699999999999,0.00097506199999999996,0.0,0.25232399999999999
43,-0.67712899999999998,-0.0019423800000000001,-0.40642200000000001,0.55406199999999994,-0.19617200000000001,0.65717399999999992,-0.21205100000000002,0.0032725000000000002,0.0,0.24513099999999999
44,-0.93722399999999995,0.00026617299999999997,0.48542299999999994,0.76046000000000002,-0.21671700000000002,1.10009,-0.9358709999999999,0.00208713,0.0,0.23860900000000002
45,-1.1629799999999999,0.00082606300000000004,0.323021,0.314164,-0.21936700000000001,1.8611400000000002,-0.75110399999999999,0.00053842699999999996,0.0,0.23851700000000001
46,-0.74512400000000001,0.0018034699999999999,0.81085099999999999,0.20779499999999998,-0.095046000000000005,1.70062,0.0080473899999999998,0.0016981100000000001,0.0,0.23772199999999999
47,-0.75985400000000003,9.2227999999999999e-05,0.13939499999999999,0.49234300000000003,-0.101963,0.701318,-0.140346,0.00084046399999999997,0.0,0.23475700000000002
48,-0.86689799999999995,0.00055997199999999994,1.1454200000000001,1.3129500000000001,-0.140539,0.59016899999999994,-0.15534300000000001,0.00327196,0.0,0.22879499999999997
49,-0.83477099999999993,-0.00035158999999999999,-0.62905100000000003,0.68426200000000004,-0.12903499999999998,0.81503599999999998,0.171625,0.00011242,0.0,0.22286900000000001
50,-0.55840800000000002,0.00080972200000000002,0.58481400000000006,0.24529999999999999,-0.039338699999999997,1.32785,-0.23989000000000002,0.00032546799999999998,0.0,0.22226799999999999
