rot 6.28
tra 0.1
temperature 0.5
total steps 2000
step,etot,elhm,ekde,edst,eele,epmf,ehpc,ehdb,epsp,evdw
0,-0.00175975,2.25198,0,39.6713,2.86659e-05,45.776,0.128438,0,0,-0.00175975
1,-6.00486e-06,2.87886,0,81.8925,-2.04868e-05,45.776,0.128438,0,0,-6.00486e-06
2,-0.0973844,1.56862,0,24.6059,-0.000120897,38.3298,0.350656,-0.0285754,0,-0.0973844
3,-2.48311e-05,2.64825,0,66.4902,-2.67368e-05,45.776,0.128438,0,0,-2.48311e-05
4,-0.000107192,2.51744,0,52.1539,1.4241e-06,45.776,0.128438,0,0,-0.000107192
5,-0.0962391,1.95948,0,29.0128,8.84064e-05,44.9512,0.127193,-4.89559e-08,0,-0.0962391
6,-0.00499855,1.35976,0,16.5072,0.000133007,45.7568,0.128438,-7.74421e-36,0,-0.00499855
7,-2.69567e-05,2.68705,0,62.9634,-9.96147e-07,45.776,0.128438,0,0,-2.69567e-05
8,-5.57014e-06,2.93617,0,81.4837,2.87588e-06,45.776,0.128438,0,0,-5.57014e-06
9,-1.14533e-05,2.74319,0,74.7997,3.64317e-06,45.776,0.128438,0,0,-1.14533e-05
10,-0.0052523,1.93348,0,29.9966,-5.52231e-05,45.776,0.128438,-1.2229e-40,0,-0.0052523
11,-9.45669e-07,3.14171,0,108.746,-6.71114e-06,45.776,0.128438,0,0,-9.45669e-07
12,-0.00141979,1.80606,0,26.358,-4.94356e-05,45.776,0.128438,0,0,-0.00141979
13,-0.000781483,2.38489,0,49.3418,-2.16352e-05,45.776,0.128438,0,0,-0.000781483
14,-3.00911e-05,2.49524,0,52.6137,-3.3879e-05,45.776,0.128438,0,0,-3.00911e-05
15,-7.27092e-07,3.1945,0,105.368,-1.44387e-05,45.776,0.128438,0,0,-7.27092e-07
16,-4.37903e-07,3.3799,0,129.067,-4.44835e-06,45.776,0.128438,0,0,-4.37903e-07
17,-4.65219e-09,4.06672,0,262.341,-4.34328e-07,45.776,0.128438,0,0,-4.65219e-09
18,-4.79765e-07,3.26372,0,122.515,-6.70158e-07,45.776,0.128438,0,0,-4.79765e-07
19,-4.19267e-05,2.43662,0,55.7471,-3.84089e-06,45.776,0.128438,0,0,-4.19267e-05
20,-0.0270428,1.01858,0,8.87193,-2.18276e-05,44.986,0.128438,-1.58122e-17,0,-0.0270428
21,-0.00029071,2.43096,0,47.8197,-2.37003e-06,45.776,0.128438,0,0,-0.00029071
22,-2.79723e-06,3.00815,0,89.0956,-9.24326e-07,45.776,0.128438,0,0,-2.79723e-06
23,-9.79585e-06,2.8086,0,77.0091,-1.18239e-06,45.776,0.128438,0,0,-9.79585e-06
24,-0.0137172,1.67337,0,25.2772,-3.90681e-06,45.6543,0.128438,-1.36449e-21,0,-0.0137172
25,-0.00174845,2.00516,0,33.8849,-2.85287e-06,45.776,0.128438,0,0,-0.00174845
26,-4.60842e-06,2.96301,0,83.9513,-8.92152e-07,45.776,0.128438,0,0,-4.60842e-06
27,-3.23881e-07,3.36664,0,128.354,-6.02977e-07,45.776,0.128438,0,0,-3.23881e-07
28,-9.73242e-05,2.53997,0,53.5545,-1.42033e-06,45.776,0.128438,0,0,-9.73242e-05
29,-4.32763e-06,2.92464,0,84.367,-9.45443e-07,45.776,0.128438,0,0,-4.32763e-06
30,-0.0753264,1.63927,0,22.5785,-4.28878e-06,43.621,0.125268,-7.08355e-05,0,-0.0753264
31,-1.56357e-06,3.08566,0,100.09,-8.10483e-07,45.776,0.128438,0,0,-1.56357e-06
32,-2.01086e-07,3.40816,0,138.846,-5.71553e-07,45.776,0.128438,0,0,-2.01086e-07
33,-8.68691e-07,3.20297,0,112.487,-7.10178e-07,45.776,0.128438,0,0,-8.68691e-07
34,-0.000222959,2.09533,0,34.896,-2.23763e-06,45.776,0.128438,0,0,-0.000222959
35,-4.46223e-05,2.4044,0,50.4513,-1.65639e-06,45.776,0.128438,0,0,-4.46223e-05
36,-1.40691,1.549,0,21.0448,-1.55745e-06,38.9215,1.21346,-0.104368,0,-1.40691
37,-0.000674196,1.75792,0,25.5917,-2.72244e-06,45.776,0.128438,0,0,-0.000674196
38,-0.00163786,1.66843,0,25.0114,-3.38411e-06,45.776,0.128438,0,0,-0.00163786
39,-0.00173857,2.13618,0,37.8967,-2.56019e-06,45.776,0.128438,0,0,-0.00173857
40,-0.000116033,2.27024,0,44.4385,-1.97009e-06,45.776,0.128438,0,0,-0.000116033
41,-0.000189126,2.45561,0,49.1923,-1.4661e-06,45.776,0.128438,0,0,-0.000189126
42,-5.45744e-06,2.87095,0,81.6256,-1.00614e-06,45.776,0.128438,0,0,-5.45744e-06
43,-1.05852e-05,2.81938,0,72.0923,-1.04384e-06,45.776,0.128438,0,0,-1.05852e-05
44,-0.000166449,2.2604,0,47.4014,-1.88773e-06,45.776,0.128438,0,0,-0.000166449
45,-6.18637e-06,2.82294,0,79.143,-1.0618e-06,45.776,0.128438,0,0,-6.18637e-06
46,-3.46337e-05,2.63746,0,60.3757,-1.29829e-06,45.776,0.128438,0,0,-3.46337e-05
47,-7.24667e-05,2.40163,0,54.1002,-1.49367e-06,45.776,0.128438,0,0,-7.24667e-05
48,-0.000214394,2.29604,0,48.373,-1.86346e-06,45.776,0.128438,0,0,-0.000214394
49,-6.19841e-06,2.91437,0,79.7357,-9.44217e-07,45.776,0.128438,0,0,-6.19841e-06
50,-0.000383535,2.05576,0,33.6524,-2.23258e-06,45.776,0.128438,0,0,-0.000383535
51,-1.18499e-05,2.69983,0,70.3241,-1.21062e-06,45.776,0.128438,0,0,-1.18499e-05
52,-1.26725e-05,2.72681,0,68.9115,-1.18789e-06,45.776,0.128438,0,0,-1.26725e-05
53,-1.03369e-05,2.75787,0,70.4857,-1.14127e-06,45.776,0.128438,0,0,-1.03369e-05
54,-2.81413e-05,2.53663,0,58.46,-1.449e-06,45.776,0.128438,0,0,-2.81413e-05
