rot 6.28
tra 0.1
temperature 0.5
total steps 100
step,etot,elhm,ekde,edst,eele,epmf,ehpc,ehdb,epsp,evdw
0,-0.000118051,2.44986,0,53.015,-3.24351e-05,45.776,0.128438,0,0,-0.000118051
1,-1.0413,1.63122,0,20.8893,-0.000371766,38.4283,1.864,-0.449266,0,-1.0413
2,-3.36439e-06,2.93308,0,89.6027,1.33055e-06,45.776,0.128438,0,0,-3.36439e-06
3,-0.00024917,2.2141,0,40.4859,3.22015e-05,45.776,0.128438,0,0,-0.00024917
4,-9.00984e-06,2.7896,0,75.594,1.8389e-06,45.776,0.128438,0,0,-9.00984e-06
5,-0.000174818,2.47846,0,50.5996,1.59042e-05,45.776,0.128438,0,0,-0.000174818
6,-0.000161227,2.40221,0,46.7707,1.98057e-06,45.776,0.128438,0,0,-0.000161227
7,-0.00316227,2.17797,0,36.697,5.0203e-05,45.776,0.128438,0,0,-0.00316227
8,-1.74094e-06,3.10569,0,97.509,8.49763e-07,45.776,0.128438,0,0,-1.74094e-06
9,-8.90059e-05,2.36292,0,52.7492,5.68443e-06,45.776,0.128438,0,0,-8.90059e-05
10,-4.3314e-05,2.64735,0,60.2655,4.83011e-06,45.776,0.128438,0,0,-4.3314e-05
11,-1.37462e-05,2.73056,0,70.3972,1.71948e-06,45.776,0.128438,0,0,-1.37462e-05
12,-9.65042e-06,2.85887,0,75.7008,3.08514e-06,45.776,0.128438,0,0,-9.65042e-06
13,-0.000342448,2.15312,0,38.5735,3.915e-05,45.776,0.128438,0,0,-0.000342448
14,-3.55993e-05,2.57431,0,64.4218,6.35683e-06,45.776,0.128438,0,0,-3.55993e-05
15,-9.02507e-07,3.15161,0,111.034,7.6942e-07,45.776,0.128438,0,0,-9.02507e-07
16,-1.80993e-05,2.71269,0,67.4406,2.53204e-06,45.776,0.128438,0,0,-1.80993e-05
17,-6.4506e-05,2.55094,0,54.2188,4.77024e-06,45.776,0.128438,0,0,-6.4506e-05
18,-0.0376415,1.24305,0,16.9086,0.000195909,45.6359,0.137385,-9.27566e-16,0,-0.0376415
