rot 6.28
tra 0.1
temperature 0.5
total steps 8000
step,etot,elhm,ekde,edst,eele,epmf,ehpc,ehdb,epsp,evdw
129,-2.02123e-05,2.64146,0,64.9611,-1.3146e-06,45.776,0.128438,0,0,-2.02123e-05
130,-0.00212522,1.92728,0,28.2245,-2.76237e-06,45.776,0.128438,0,0,-0.00212522
131,-1.3853e-05,2.70665,0,72.1197,-1.12014e-06,45.776,0.128438,0,0,-1.3853e-05
132,-0.00126188,2.12224,0,36.7332,-2.50747e-06,45.776,0.128438,0,0,-0.00126188
133,-1.57319e-06,3.08997,0,99.3146,-8.05657e-07,45.776,0.128438,0,0,-1.57319e-06
134,-0.000132921,2.32946,0,47.3715,-1.87067e-06,45.776,0.128438,0,0,-0.000132921
135,-3.78234e-06,2.93244,0,87.4276,-9.15656e-07,45.776,0.128438,0,0,-3.78234e-06
136,-0.000896412,2.05225,0,37.0978,-2.26706e-06,45.776,0.128438,0,0,-0.000896412
137,-5.0125e-05,2.49223,0,57.7944,-1.53209e-06,45.776,0.128438,0,0,-5.0125e-05
138,-8.61721e-05,2.41445,0,52.3746,-1.69973e-06,45.776,0.128438,0,0,-8.61721e-05
139,-8.76046e-06,2.86513,0,75.6523,-9.79418e-07,45.776,0.128438,0,0,-8.76046e-06
140,-0.000788778,2.01069,0,35.4794,-2.70385e-06,45.776,0.128438,0,0,-0.000788778
141,-0.00371032,2.05594,0,31.2528,-2.29052e-06,45.776,0.128438,-4.26219e-41,0,-0.00371032
142,-5.80386e-06,2.9288,0,80.9704,-9.29896e-07,45.776,0.128438,0,0,-5.80386e-06
143,-8.61323e-05,2.38603,0,53.5855,-1.63461e-06,45.776,0.128438,0,0,-8.61323e-05
144,-0.00995568,1.76973,0,22.8325,-3.12023e-06,45.7662,0.128438,-7.98269e-23,0,-0.00995568
145,-0.000283068,2.23426,0,46.3978,-1.72051e-06,45.776,0.128438,0,0,-0.000283068
146,-3.74939e-05,2.58694,0,60.348,-1.36819e-06,45.776,0.128438,0,0,-3.74939e-05
147,-0.000360099,2.38474,0,44.9716,-1.61894e-06,45.776,0.128438,0,0,-0.000360099
